Marital status,Application order,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Mother's qualification,Father's qualification,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
1,2,1,1,140,19,37,140.7,1,0,0,1,0,1,18,0,0,6,6,6,13.1666666666667,0,0,6,6,6,16,0,10.8,1.4,1.74,Graduate
1,6,0,1,134,3,19,120.7,1,0,0,1,0,0,23,0,0,6,8,4,11,0,0,6,6,0,0,0,13.9,-0.3,0.79,Dropout
1,2,1,1,118,3,19,113.8,1,0,0,1,0,0,21,0,0,5,9,3,11.6666666666667,0,0,5,9,4,11.75,0,8.9,1.4,3.51,Graduate
1,1,1,1,135,19,38,121,0,0,0,1,0,0,20,0,0,6,13,1,10,0,0,6,13,1,13,0,9.4,-0.8,-3.12,Enrolled
1,1,0,1,119,34,34,112.4,1,0,0,1,0,0,26,0,4,7,15,7,11.5714285714286,0,2,6,14,2,11,0,7.6,2.6,0.32,Dropout
1,6,1,1,145,1,19,131,1,0,0,1,0,1,18,0,0,6,6,6,12.1666666666667,0,0,6,10,5,11.2,0,7.6,2.6,0.32,Enrolled
1,1,1,1,143,3,37,142.7,1,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2,0.3,-0.92,Dropout
1,1,1,1,123,19,19,125.5,0,0,0,0,0,1,19,0,0,6,6,6,13.8333333333333,0,0,6,7,6,14.2857142857143,0,8.9,1.4,3.51,Graduate
1,3,1,1,108,19,1,107.8,1,0,0,1,0,1,20,0,0,7,10,6,12.3571428571429,0,0,8,9,7,13,0,13.9,-0.3,0.79,Graduate
1,3,1,1,117,38,19,110.4,1,0,1,0,0,0,19,0,0,6,7,6,12.1666666666667,0,0,6,10,2,10.3333333333333,0,16.2,0.3,-0.92,Dropout
1,1,1,39,140,37,19,136.1,1,0,1,1,0,0,21,0,3,6,8,3,12,0,2,6,6,2,12.5,0,12.4,0.5,1.79,Enrolled
1,1,1,1,170,37,37,138.3,0,0,0,1,0,0,33,0,5,10,14,9,12.4166666666667,0,5,9,14,7,13,0,10.8,1.4,1.74,Graduate
1,2,1,1,157,3,38,142.3,0,0,0,1,0,0,18,0,0,5,7,4,12.75,0,0,5,6,4,12.75,0,7.6,2.6,0.32,Graduate
1,1,1,6,141,37,1,145,0,0,0,1,0,0,21,0,12,21,33,18,14.9333333333333,12,12,21,33,18,14.9333333333333,12,7.6,2.6,0.32,Graduate
1,1,1,1,125,3,19,125.7,1,0,0,1,0,0,19,0,0,6,6,6,13,0,0,6,7,6,11.6666666666667,0,8.9,1.4,3.51,Graduate
4,1,1,19,133.1,38,19,108,0,0,1,0,0,0,33,0,0,7,7,7,12.8571428571429,0,0,7,8,6,12.6666666666667,0,8.9,1.4,3.51,Enrolled
2,4,1,1,143,38,38,128.7,1,0,0,1,0,0,18,0,0,7,10,7,14.455,0,0,8,8,8,13.91,0,15.5,2.8,-4.06,Graduate
1,1,1,1,142,1,19,128,0,0,0,1,0,1,18,0,0,6,8,6,14,0,0,6,7,6,13.2857142857143,0,11.1,0.6,2.02,Graduate
1,3,1,1,150,19,38,146.5,1,0,0,1,0,1,20,0,0,6,6,6,13.5,0,0,6,7,6,12.6666666666667,0,11.1,0.6,2.02,Graduate
1,2,1,1,112,37,37,106.1,1,0,0,0,0,0,20,0,0,6,0,0,0,0,0,6,0,0,0,0,11.1,0.6,2.02,Dropout
1,2,0,1,133.1,19,1,118,0,0,0,1,0,1,20,0,0,6,6,6,11.6666666666667,0,0,6,12,5,14,0,10.8,1.4,1.74,Graduate
1,1,1,1,125,1,37,117,1,0,0,1,0,1,19,0,0,5,6,4,12,0,0,5,8,5,13.3333333333333,1,10.8,1.4,1.74,Graduate
1,3,1,1,121,38,37,115.4,1,0,0,1,0,1,19,0,0,6,7,6,11.7142857142857,0,0,6,6,6,11.8333333333333,0,13.9,-0.3,0.79,Graduate
1,3,1,1,133.1,41,1,117,1,0,0,1,0,0,21,0,0,6,8,6,12.6666666666667,0,0,6,7,6,12.4285714285714,0,11.1,0.6,2.02,Graduate
1,1,1,1,133.1,3,3,144.9,1,0,0,1,0,0,26,0,0,6,11,3,11.75,0,0,6,19,4,12.8,0,12.4,0.5,1.79,Enrolled
1,1,1,1,135,37,37,127,0,0,0,1,0,0,21,0,0,6,0,0,0,0,0,6,0,0,0,0,16.2,0.3,-0.92,Dropout
1,4,1,1,132,19,38,118,1,0,0,1,0,0,18,0,0,8,8,7,12.3285714285714,0,0,8,8,7,12.3285714285714,0,12.7,3.7,-1.7,Graduate
5,1,1,19,133.1,37,37,118,0,0,0,1,0,0,27,0,0,7,14,6,11.6666666666667,0,0,7,10,1,10,0,12.4,0.5,1.79,Dropout
1,1,1,1,135,1,38,126.4,1,0,0,1,0,1,20,0,5,12,12,12,13.25,0,5,12,12,11,12.7272727272727,0,15.5,2.8,-4.06,Graduate
1,1,1,39,110,19,3,110,0,0,0,1,0,0,21,0,0,6,8,5,11.8333333333333,0,0,6,8,4,13.25,2,16.2,0.3,-0.92,Enrolled
1,1,1,1,133,38,37,124.4,1,0,0,1,0,1,18,0,0,7,7,7,13.3,0,0,8,8,8,15.125,0,15.5,2.8,-4.06,Graduate
1,1,1,39,140,1,19,140,1,0,0,1,0,0,20,0,1,6,13,6,12.5555555555556,0,1,6,11,5,11.8,0,16.2,0.3,-0.92,Enrolled
1,1,1,1,135,1,19,129.4,1,0,0,1,0,0,18,0,0,6,6,6,12.8333333333333,0,0,6,7,6,12.1666666666667,0,11.1,0.6,2.02,Graduate
1,1,1,39,140,1,1,141.7,0,0,0,1,0,1,20,0,3,6,6,6,12.8333333333333,0,2,6,6,6,12.8333333333333,0,13.9,-0.3,0.79,Graduate
1,2,1,1,144,1,19,132.1,1,0,0,1,0,1,19,0,0,5,10,3,12.6666666666667,1,0,5,7,3,13,0,12.7,3.7,-1.7,Graduate
1,5,1,1,122,37,3,116.8,1,0,0,1,0,0,20,0,0,7,8,6,13.2714285714286,0,0,8,8,7,14.4714285714286,0,13.9,-0.3,0.79,Graduate
1,1,0,1,143,19,37,135,0,0,0,1,0,1,20,0,0,5,5,5,12.4,0,0,5,6,5,12.8333333333333,0,10.8,1.4,1.74,Graduate
1,1,1,39,150,38,1,150,0,0,0,1,0,0,20,0,0,5,10,2,14.5,1,0,5,7,4,11.25,0,12.7,3.7,-1.7,Enrolled
1,3,1,1,124,19,1,116,1,0,1,1,0,0,19,0,0,6,7,0,0,0,0,5,5,0,0,0,13.9,-0.3,0.79,Dropout
1,1,1,1,156,3,3,155,0,0,0,1,0,0,18,0,0,6,7,6,14.2857142857143,0,0,6,8,6,13.25,0,8.9,1.4,3.51,Graduate
1,1,1,1,142,38,38,127,1,0,0,1,0,0,18,0,0,5,7,3,12.3333333333333,0,0,5,9,5,12.6,0,10.8,1.4,1.74,Graduate
1,1,1,1,142,38,37,130.8,1,0,0,1,0,1,19,0,0,7,10,6,12.5833333333333,0,0,8,8,7,12.6714285714286,0,13.9,-0.3,0.79,Graduate
1,6,1,1,126,12,37,121.8,1,0,0,1,0,0,19,0,0,7,8,6,13.7316666666667,0,0,8,10,7,13.7714285714286,0,12.4,0.5,1.79,Dropout
1,1,1,19,133.1,37,37,140,0,0,0,1,1,0,43,0,0,6,8,6,12.875,0,0,6,14,5,12.1428571428571,0,16.2,0.3,-0.92,Enrolled
2,1,1,1,170,37,25,148.5,0,0,0,1,1,0,47,0,8,10,14,8,14.625,0,5,7,7,5,13.4,0,9.4,-0.8,-3.12,Dropout
1,1,1,1,130,34,34,109.8,1,0,0,0,1,0,23,0,0,3,3,0,0,0,0,2,2,0,0,0,7.6,2.6,0.32,Dropout
1,1,1,1,133,19,19,119.7,1,0,1,1,0,1,19,1,0,6,8,6,12.6666666666667,0,0,6,7,6,12.6666666666667,0,8.9,1.4,3.51,Graduate
1,1,1,1,122,3,3,122,1,0,0,1,0,0,20,0,0,8,11,6,12.4916666666667,0,0,8,11,6,12.4916666666667,0,12.7,3.7,-1.7,Graduate
1,1,1,1,138,1,3,147.5,1,0,0,1,0,1,19,0,6,12,12,12,13.6666666666667,0,4,11,12,11,14.1666666666667,0,8.9,1.4,3.51,Graduate
1,1,1,1,163,37,37,150.8,1,0,0,1,0,0,19,1,0,6,13,6,16,0,0,6,8,6,14.5,0,15.5,2.8,-4.06,Graduate
1,1,1,39,150,19,37,150,1,0,0,1,0,0,19,0,2,6,8,6,14.1428571428571,0,1,6,7,6,13,0,13.9,-0.3,0.79,Graduate
1,1,0,19,133.1,19,19,131.5,0,0,1,1,0,1,39,0,0,6,9,6,11.8333333333333,0,0,6,9,4,13.75,0,11.1,0.6,2.02,Graduate
1,1,1,1,144,1,1,127.2,1,0,0,1,0,1,20,0,0,6,6,6,12.6666666666667,0,0,6,8,6,13,0,10.8,1.4,1.74,Graduate
1,1,1,1,118,38,19,111,1,0,0,1,0,0,21,0,0,6,6,6,12.5,0,0,6,6,6,12.6666666666667,0,7.6,2.6,0.32,Graduate
1,5,1,1,101,37,19,119.9,1,0,1,0,0,0,22,1,5,11,16,9,10.8888888888889,0,2,10,20,4,11.25,1,9.4,-0.8,-3.12,Graduate
1,2,1,1,133,19,38,133.7,1,0,0,1,0,0,19,0,0,6,11,1,13,0,0,5,10,0,0,0,7.6,2.6,0.32,Dropout
1,1,1,1,133.1,1,19,140,1,0,0,1,0,0,22,0,0,6,6,6,15.1666666666667,0,0,6,6,6,16,0,13.9,-0.3,0.79,Graduate
1,2,1,1,124,19,19,113.9,1,0,0,1,0,1,19,0,0,6,8,6,12.6666666666667,0,0,6,7,6,12,0,12.7,3.7,-1.7,Graduate
1,1,1,1,127,37,38,120.7,1,0,1,1,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,2.6,0.32,Dropout
5,1,1,1,133.1,19,19,119.8,0,0,0,1,1,0,26,0,0,5,9,5,12,0,0,5,5,5,10.2,0,11.1,0.6,2.02,Enrolled
1,1,0,1,110,37,37,121.8,0,0,0,0,1,0,36,0,0,5,5,0,0,0,0,5,5,0,0,0,12.7,3.7,-1.7,Dropout
1,1,1,1,110,19,2,117.7,1,0,1,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4,0.5,1.79,Graduate
2,1,1,1,160,37,37,110,0,0,0,1,1,0,30,0,0,5,8,2,11,0,0,5,6,4,11.5,0,15.5,2.8,-4.06,Dropout
1,1,1,1,120,1,1,134.4,0,0,0,1,1,0,24,0,0,6,7,6,15.7142857142857,0,0,6,10,6,15.9,0,15.5,2.8,-4.06,Dropout
1,1,1,1,133.1,34,34,125.3,0,0,0,1,1,0,26,0,11,15,15,11,10.8181818181818,0,12,14,15,11,11.6363636363636,1,7.6,2.6,0.32,Dropout
1,1,1,1,132,19,38,119.1,0,0,0,0,1,0,19,0,0,5,16,1,12,0,0,5,6,0,0,0,13.9,-0.3,0.79,Dropout
5,1,1,1,130,19,38,146,0,0,0,1,1,0,34,0,0,6,8,5,12.6,0,0,6,11,4,11.25,0,12.4,0.5,1.79,Graduate
1,1,1,1,130,1,1,130,1,0,0,1,1,0,33,0,0,5,12,1,13,2,0,5,7,3,14,0,9.4,-0.8,-3.12,Enrolled
1,6,1,1,129,19,1,122,1,0,0,1,1,0,19,0,0,5,8,5,11.6,1,0,5,10,4,10.75,0,9.4,-0.8,-3.12,Graduate
1,5,1,1,130,19,1,118.1,1,0,1,0,1,0,26,0,0,5,11,1,10,0,0,5,14,1,11,0,8.9,1.4,3.51,Dropout
1,1,1,1,140,38,37,105.2,0,0,0,1,1,0,29,0,0,6,7,1,14,0,0,6,6,0,0,0,16.2,0.3,-0.92,Dropout
1,5,1,1,131,19,37,123.3,1,0,0,1,1,1,19,0,0,5,9,5,12.6,0,0,5,8,2,12.5,0,8.9,1.4,3.51,Dropout
1,1,1,1,129,1,1,124.8,1,0,0,1,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7,3.7,-1.7,Dropout
1,1,0,19,133.1,19,37,149.4,0,0,0,0,1,0,29,0,0,5,11,2,11.3333333333333,0,0,5,9,1,12,0,11.1,0.6,2.02,Dropout
1,1,1,1,112,37,37,108.5,0,0,0,1,1,0,21,0,0,6,6,6,12.6666666666667,0,0,6,7,5,11.4,0,9.4,-0.8,-3.12,Graduate
1,1,1,1,119,1,1,125,0,0,0,1,1,0,19,0,0,6,7,5,10.8,0,0,6,10,2,10.5,0,10.8,1.4,1.74,Enrolled
1,1,1,1,133.1,38,38,101,0,0,0,1,1,0,20,0,0,7,14,5,12.8785714285714,0,0,8,15,7,11.85625,0,15.5,2.8,-4.06,Graduate
1,1,1,1,123,3,1,112.9,0,0,0,1,1,0,18,0,0,5,5,0,0,0,0,5,5,0,0,0,7.6,2.6,0.32,Dropout
1,3,1,1,131,38,37,120.2,1,0,0,1,1,0,18,0,0,6,6,6,12.8333333333333,0,0,6,8,5,11.4,0,15.5,2.8,-4.06,Enrolled
1,1,1,1,120,34,34,111.6,0,0,1,1,1,1,21,0,0,5,5,5,12.6,0,0,5,9,3,12.8333333333333,0,10.8,1.4,1.74,Enrolled
1,1,1,1,125,1,1,134.1,1,0,0,1,1,0,20,0,0,5,0,0,0,0,0,5,0,0,0,0,8.9,1.4,3.51,Dropout
1,1,1,1,133.1,37,37,101.6,0,0,0,1,1,1,30,0,0,5,11,0,0,0,0,5,5,0,0,0,12.7,3.7,-1.7,Dropout
1,2,1,1,121,37,38,111.9,1,0,0,1,1,0,19,0,0,6,6,6,14.1666666666667,0,0,6,6,6,14,0,13.9,-0.3,0.79,Graduate
1,1,1,1,148,1,19,118.4,1,0,0,1,1,0,30,0,0,5,7,5,13.4,0,0,5,7,4,13.25,0,8.9,1.4,3.51,Dropout
1,1,1,1,139,38,1,127.1,1,0,0,1,1,1,22,0,0,5,8,5,11.2,0,0,5,13,4,11.25,0,12.7,3.7,-1.7,Graduate
1,3,1,1,125,37,37,120.5,1,0,0,1,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4,0.5,1.79,Graduate
1,4,1,1,128,1,1,136.1,1,0,1,0,1,0,19,0,0,6,6,6,12.6666666666667,0,0,6,8,5,11.8,0,11.1,0.6,2.02,Dropout
1,2,1,1,132,1,19,124,1,0,0,1,1,0,21,0,0,5,7,3,12.3333333333333,0,0,5,5,4,11.25,0,7.6,2.6,0.32,Dropout
1,4,1,1,137,38,38,141.6,0,0,0,1,1,0,21,0,0,5,7,4,12.25,0,0,5,7,5,12,0,7.6,2.6,0.32,Graduate
1,1,1,39,160,19,38,160,1,0,1,1,1,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,2.8,-4.06,Dropout
1,1,1,1,120,1,19,110,0,0,0,1,1,0,27,0,0,5,13,3,10.75,0,0,5,9,3,10.3333333333333,0,15.5,2.8,-4.06,Dropout
1,1,1,1,134,37,37,100,1,0,0,1,1,0,32,0,0,7,7,0,0,0,0,7,8,0,0,0,13.9,-0.3,0.79,Dropout
1,1,1,12,133.1,37,1,120,0,0,1,0,1,0,40,0,0,6,13,0,0,0,0,6,6,0,0,0,15.5,2.8,-4.06,Dropout
1,2,1,1,116,37,1,124.8,1,0,0,1,1,0,20,0,0,5,9,2,14.3333333333333,0,0,5,10,2,12.5,0,7.6,2.6,0.32,Enrolled
1,1,1,39,140,4,4,140,1,0,0,1,1,0,20,0,1,5,8,2,11.5,0,1,5,13,2,11.5,0,12.7,3.7,-1.7,Dropout
1,3,1,1,140,37,37,124.3,1,0,0,1,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,2.6,0.32,Graduate
1,1,1,1,122,1,38,118.9,0,0,0,1,1,0,21,0,0,5,11,2,10.5,0,0,5,13,0,0,0,12.7,3.7,-1.7,Dropout
1,1,1,1,141,19,37,130.2,0,0,0,1,1,0,18,0,0,6,6,6,13.5,0,0,6,0,0,0,0,12.7,3.7,-1.7,Dropout
1,1,1,1,120,1,3,120,0,0,0,1,1,0,19,0,0,6,17,1,11,0,0,6,19,0,0,0,16.2,0.3,-0.92,Enrolled
5,1,1,3,140,37,37,140,0,0,0,0,1,0,30,0,0,6,6,1,10,0,0,6,6,0,0,0,15.5,2.8,-4.06,Dropout
1,1,1,12,133.1,19,1,130,0,0,0,1,1,0,29,0,0,6,17,0,0,2,0,6,8,0,0,0,15.5,2.8,-4.06,Dropout
1,2,1,1,137,1,1,130.4,1,0,1,1,1,0,18,0,0,5,10,1,12,0,0,5,7,3,10.6666666666667,2,7.6,2.6,0.32,Dropout
1,2,1,1,122,1,1,116.1,1,0,0,1,1,1,18,0,0,5,6,4,12.25,0,0,5,5,5,12.2,0,9.4,-0.8,-3.12,Dropout
1,1,1,39,130,1,1,130,0,0,0,1,1,0,22,0,4,10,21,5,11.4,1,2,7,13,6,11.6666666666667,0,15.5,2.8,-4.06,Dropout
1,2,0,1,140,37,37,124.3,1,0,0,0,1,0,27,0,0,5,5,0,0,0,0,5,5,0,0,0,12.7,3.7,-1.7,Dropout
1,6,1,1,125,38,1,125,1,0,0,1,1,0,20,0,0,6,8,4,14.25,0,0,6,10,5,14,0,10.8,1.4,1.74,Graduate
1,1,0,2,110,19,38,110,0,0,0,1,1,0,42,0,8,12,12,11,14.4545454545455,0,7,11,11,10,14.2,0,11.1,0.6,2.02,Graduate
1,1,1,1,133.1,38,38,115,0,0,1,1,1,0,21,0,8,12,13,12,14.5384615384615,0,4,12,14,12,14.4615384615385,0,15.5,2.8,-4.06,Graduate
1,1,1,1,132,1,38,129.6,0,1,0,1,1,0,23,0,0,7,10,6,12.7333333333333,0,0,8,10,7,11.95,0,16.2,0.3,-0.92,Graduate
1,1,1,1,122,38,38,128.8,1,0,0,1,1,0,21,0,4,12,13,5,13.2,0,4,12,12,4,13.5,0,8.9,1.4,3.51,Dropout
1,3,1,1,155,4,3,144.2,1,0,0,1,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7,3.7,-1.7,Graduate
2,1,1,1,120,37,37,134,0,0,0,1,1,1,40,0,0,6,7,6,12.3333333333333,0,0,6,10,4,12.75,0,8.9,1.4,3.51,Dropout
1,1,1,1,129,19,1,112,0,0,0,1,1,0,22,0,5,9,9,5,11.2,0,5,9,14,7,11.25,2,12.7,3.7,-1.7,Dropout
1,2,1,1,144,38,37,128.8,1,0,0,1,1,0,19,0,0,7,7,6,13.2,0,0,7,7,6,13.2,0,7.6,2.6,0.32,Graduate
1,1,1,1,130,19,37,134,0,0,0,1,1,1,24,0,0,5,8,5,11.8333333333333,0,0,5,8,4,14,0,12.7,3.7,-1.7,Enrolled
1,1,1,1,133.1,3,1,125,0,0,0,1,1,0,21,0,0,6,10,5,11.3333333333333,0,0,6,14,2,11.5,0,12.7,3.7,-1.7,Enrolled
1,4,1,1,133,3,1,123.2,1,0,0,1,1,0,18,0,0,5,5,5,13.6,0,0,5,6,5,14.6,0,8.9,1.4,3.51,Graduate
1,3,1,1,131,37,37,118.4,0,0,0,1,1,0,18,0,0,5,10,0,0,0,0,5,10,2,11.5,4,7.6,2.6,0.32,Dropout
1,1,1,1,133.1,3,1,116.2,0,0,0,1,1,0,24,0,0,6,11,5,12.8571428571429,0,0,6,12,5,13.6666666666667,0,11.1,0.6,2.02,Dropout
1,1,1,1,133.1,37,19,123,0,0,0,1,1,1,28,0,0,5,16,3,14.3333333333333,0,0,5,9,5,12.4285714285714,0,9.4,-0.8,-3.12,Enrolled
1,1,1,1,118,19,38,113.5,1,0,0,1,0,1,19,0,0,6,9,5,13.5,0,0,6,6,6,14,0,12.4,0.5,1.79,Graduate
1,1,1,40,120,3,3,125,0,0,0,1,0,0,28,0,0,6,8,6,14.4285714285714,0,0,6,12,4,15.6,0,11.1,0.6,2.02,Enrolled
1,3,1,1,133.1,12,1,134.8,1,0,0,1,0,0,18,0,0,6,12,0,0,0,0,6,12,0,0,0,7.6,2.6,0.32,Dropout
1,1,1,1,145,3,1,149.9,1,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2,0.3,-0.92,Graduate
1,1,1,1,125,1,1,119.8,1,0,0,1,0,1,19,0,0,8,8,8,12.82875,0,0,8,8,8,12.82875,0,9.4,-0.8,-3.12,Graduate
1,1,1,1,125,39,3,125,1,0,0,1,0,0,21,0,0,5,6,0,0,5,0,5,6,4,13.75,1,10.8,1.4,1.74,Graduate
1,3,1,1,148,1,19,135.1,1,0,1,1,0,0,18,0,0,7,0,0,0,0,0,8,0,0,0,0,13.9,-0.3,0.79,Dropout
1,4,1,1,139,3,19,138.3,1,0,0,1,0,0,19,0,0,6,6,6,14.6666666666667,0,0,6,6,6,13.1666666666667,0,9.4,-0.8,-3.12,Graduate
1,2,1,1,130,38,38,122.5,1,0,0,1,0,0,19,0,0,8,8,7,13.9371428571429,0,0,8,8,7,13.9371428571429,0,10.8,1.4,1.74,Graduate
1,1,1,1,148,3,1,148,1,0,0,1,0,0,20,0,7,12,12,10,14.7,0,8,12,12,12,14.5833333333333,0,15.5,2.8,-4.06,Graduate
1,2,1,1,130,1,1,126.2,1,0,0,1,0,0,18,0,0,6,6,6,11.6666666666667,0,0,6,6,5,12.2,0,12.7,3.7,-1.7,Graduate
1,4,1,6,134,37,37,129.8,1,0,0,1,0,0,20,0,0,7,7,6,14.85,0,0,7,7,6,14.85,0,7.6,2.6,0.32,Graduate
1,1,1,19,133.1,19,37,104,0,0,0,1,0,0,26,0,0,5,11,1,12,1,0,5,12,0,0,4,10.8,1.4,1.74,Dropout
1,4,1,1,137,3,1,126.7,1,0,0,1,0,0,18,0,0,7,8,7,13.6875,0,0,8,9,8,15.6222222222222,0,13.9,-0.3,0.79,Dropout
1,1,0,1,130,37,37,120,0,0,0,1,0,0,58,0,0,6,14,5,12.4,0,0,6,10,5,11.6,0,9.4,-0.8,-3.12,Graduate
1,2,1,1,137,1,3,124.6,0,0,0,1,0,0,18,0,0,7,10,7,13.398,0,0,8,8,8,13.5425,0,15.5,2.8,-4.06,Graduate
1,1,1,1,130,1,1,130,1,0,0,1,0,0,20,0,0,6,13,5,11.8,0,0,6,19,4,12,0,12.4,0.5,1.79,Enrolled
1,1,0,1,140,38,37,127.3,0,0,0,1,0,0,20,0,0,5,0,0,0,0,0,5,0,0,0,0,11.1,0.6,2.02,Dropout
1,1,1,1,150,37,37,122,1,0,0,1,0,0,29,0,13,15,19,13,11.7692307692308,0,12,14,17,14,11.9285714285714,0,9.4,-0.8,-3.12,Graduate
1,1,1,3,130,1,1,125.1,0,0,1,0,0,0,27,0,0,6,8,0,0,0,0,5,6,0,0,0,16.2,0.3,-0.92,Dropout
1,1,1,1,133.1,19,38,110,1,0,0,1,0,1,21,0,0,6,8,6,13.2857142857143,0,0,6,11,6,13,0,11.1,0.6,2.02,Graduate
1,1,1,1,134,1,19,129.8,0,0,0,1,0,1,20,0,0,6,6,6,11.6666666666667,0,0,6,8,6,11.1666666666667,0,15.5,2.8,-4.06,Graduate
1,1,1,1,125,19,38,114.9,0,0,0,1,0,1,19,0,0,6,13,6,11.5,0,0,6,9,5,12.2,0,11.1,0.6,2.02,Graduate
1,1,1,1,141,37,38,125.6,1,0,0,1,0,1,22,0,0,7,9,6,13.0816666666667,0,0,8,12,6,13.15,0,11.1,0.6,2.02,Graduate
1,3,1,1,138,38,37,125.1,1,0,0,1,0,1,19,0,0,6,6,6,12.6666666666667,0,0,6,6,6,13,0,15.5,2.8,-4.06,Graduate
1,1,1,1,116,37,1,115.7,1,0,1,0,0,0,19,0,0,6,6,3,11.3333333333333,0,0,6,6,0,0,0,12.4,0.5,1.79,Dropout
1,3,1,1,122,3,3,112.6,1,0,0,1,0,0,23,0,0,6,8,5,13.6,0,0,6,8,5,11.6,0,7.6,2.6,0.32,Enrolled
1,3,1,1,131,1,1,127.2,1,0,0,1,0,1,18,0,0,6,6,6,13.1666666666667,0,0,6,7,5,13.2,0,12.4,0.5,1.79,Dropout
1,1,1,39,140,1,19,140,0,0,0,1,0,0,19,0,0,6,0,0,0,0,0,6,0,0,0,0,12.7,3.7,-1.7,Dropout
1,1,1,39,140,1,1,140,1,0,0,1,0,0,20,0,0,6,10,5,11.6666666666667,0,0,6,7,5,12.6,0,12.4,0.5,1.79,Graduate
1,4,1,1,127,1,38,120.4,1,0,0,1,0,1,19,0,0,6,6,6,13.5,0,0,6,7,6,13.4285714285714,0,11.1,0.6,2.02,Graduate
1,1,1,19,133.1,37,37,100,1,0,1,0,0,1,26,0,0,6,7,0,0,0,0,6,6,0,0,0,13.9,-0.3,0.79,Dropout
1,1,1,1,117,1,19,113.5,1,0,0,1,0,1,18,0,0,6,6,6,13.1666666666667,0,0,6,7,6,14.1428571428571,0,11.1,0.6,2.02,Graduate
1,1,1,1,150,37,37,132.1,1,0,1,1,0,0,29,0,4,5,11,4,12.5,2,1,5,11,2,12.5,0,12.7,3.7,-1.7,Dropout
1,1,1,39,160,3,1,160,1,0,0,0,0,0,20,0,0,6,10,6,13.375,0,0,6,10,6,13,0,16.2,0.3,-0.92,Graduate
1,1,1,1,128,19,2,126.3,1,0,0,1,0,0,19,0,0,6,6,6,13.1666666666667,0,0,6,6,6,12.6666666666667,0,15.5,2.8,-4.06,Graduate
1,1,1,39,160,1,1,160,1,0,0,1,0,0,23,0,1,6,12,4,13.4,0,1,6,17,2,13.5,0,12.4,0.5,1.79,Enrolled
1,1,1,1,126,2,3,100,0,0,0,1,0,0,25,0,2,7,10,3,13,0,1,8,10,3,11.6666666666667,4,10.8,1.4,1.74,Enrolled
1,1,1,1,135,3,3,125.8,1,0,0,1,0,0,18,0,0,8,8,7,13.1542857142857,0,0,8,8,7,13.1542857142857,0,10.8,1.4,1.74,Graduate
1,3,1,1,139,1,38,142.2,1,0,0,1,0,1,19,0,0,6,6,6,12.8333333333333,0,0,6,6,6,12.8333333333333,0,9.4,-0.8,-3.12,Graduate
1,2,1,1,125,1,19,119.4,1,0,0,1,0,0,18,0,0,7,10,7,12.1428571428571,0,0,7,7,7,13.1428571428571,0,12.4,0.5,1.79,Graduate
1,2,1,1,106,1,19,106.4,1,0,0,1,0,1,19,0,0,7,9,5,13.34,0,0,7,9,6,12.3857142857143,0,12.4,0.5,1.79,Enrolled
1,1,0,40,120,37,19,120,0,0,0,1,0,0,36,0,6,10,15,4,13,0,5,9,10,4,13.75,0,8.9,1.4,3.51,Dropout
1,1,1,39,150,1,38,150,0,0,0,1,1,1,20,0,0,6,18,3,12,0,0,6,17,3,11.6666666666667,0,15.5,2.8,-4.06,Enrolled
1,2,1,1,130,1,1,148.6,1,0,0,1,1,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,11.1,0.6,2.02,Dropout
1,1,1,1,116,38,38,108.7,1,0,0,1,1,0,18,0,0,6,9,5,11,0,0,6,12,0,0,0,11.1,0.6,2.02,Dropout
1,1,1,39,130,3,1,130,0,0,0,1,1,0,19,0,0,6,8,5,11.5,0,0,6,11,6,11.3333333333333,0,12.4,0.5,1.79,Enrolled
1,1,1,1,140,1,44,124.6,1,0,1,0,1,0,20,0,3,9,9,3,13.3333333333333,0,2,6,6,2,12.5,0,8.9,1.4,3.51,Dropout
1,2,1,1,134,19,19,131,1,0,0,1,1,0,18,0,0,7,9,7,14.5944444444444,0,0,8,10,8,13.472,0,15.5,2.8,-4.06,Graduate
