,Shrt_Desc,Water_(g),Energ_Kcal,Protein_(g),Lipid_Tot_(g),Ash_(g),Carbohydrt_(g),Fiber_TD_(g),Sugar_Tot_(g),Calcium_(mg),Iron_(mg),Magnesium_(mg),Phosphorus_(mg),Potassium_(mg),Sodium_(mg),Zinc_(mg),Copper_mg),Manganese_(mg),Selenium_(µg),Vit_C_(mg),Thiamin_(mg),Riboflavin_(mg),Niacin_(mg),Panto_Acid_mg),Vit_B6_(mg),Folate_Tot_(µg),Folic_Acid_(µg),Food_Folate_(µg),Folate_DFE_(µg),Choline_Tot_ (mg),Vit_B12_(µg),Vit_A_IU,Vit_A_RAE,Retinol_(µg),Alpha_Carot_(µg),Beta_Carot,Beta_Crypt_(µg),Lycopene_(µg),Lut+Zea_ (µg),Vit_E_(mg),Vit_D_µg,Vit_D_IU,Vit_K_(µg),FA_Sat_(g),FA_Mono_(g),FA_Poly_(g),Cholestrl_(mg),class
547,"BEEF,SHRT LOIN,T-BONE STEAK,BONE-IN,LN,1/8"" FAT,ALL GRDS,RAW",70.73,153,22.22,6.5,1.01,0,0,0,21,1.66,11,200,267,42,3.88,0.058,0.003,22.8,0,0.054,0.215,5.751,0.358,0.638,4,0,4,4,56.1,1.81,7,2,2,0,0,0,0,0,0.26,0.1,3,1.2,2.53,2.767,0.344,59,1
548,"BEEF,SHRT LN,T-BN STK,BN-IN,LN,1/8"" FAT,ALL GRDS,CKD,GRILLED",61.15,212,27.86,10.37,1.05,0,0,0,18,3.57,21,219,290,67,4.61,0.073,0.004,29.3,0,0.058,0.254,6.109,0.323,0.757,7,0,7,7,63.2,1.96,6,2,2,0,0,0,0,0,0.23,0.1,3,1.5,4.219,4.609,0.542,82,1
549,"BEEF,SHRT LOIN,T-BONE STEAK,BONE-IN,LN,1/8"" FAT,SEL,RAW",71.86,144,22.41,5.34,1.02,0,0,0,23,1.77,12,214,284,57,4.01,0.054,0.002,21.8,0,0.058,0.2,5.73,0.375,0.644,4,0,4,4,58.9,1.84,7,2,2,0,0,0,0,0,0.23,0,2,1.2,2.152,2.282,0.298,59,1
550,"BEEF,SHRT LN,T-BONE STK,BONE-IN,LN,1/8"" FAT,SEL,CKD,GRILLED",61.98,206,28.45,9.35,1.09,0,0,0,18,3.65,24,234,304,66,4.47,0.063,0.004,28.5,0,0.061,0.23,5.835,0.374,0.754,7,0,7,7,61.5,2.07,7,2,2,0,0,0,0,0,0.24,0.1,3,1.5,3.648,3.785,0.48,83,1
551,"BEEF,GROUND,70% LN MEAT / 30% FAT,CRUMBLES,CKD,PAN-BROWNED",55.78,270,25.56,17.86,1.04,0,0,0,41,2.48,20,202,328,96,5.95,0.074,0.012,21.6,0,0.047,0.191,4.859,0.807,0.428,13,0,13,13,78.3,2.8,9,3,3,0,0,0,0,0,0.12,0,2,3,6.942,8.37,0.466,89,1
552,"BEEF,GROUND,70% LN MEAT / 30% FAT,LOAF,CKD,BKD",58.37,241,23.87,15.37,0.88,0,0,0,33,2.27,17,166,241,73,5.84,0.079,0.009,19.1,0,0.051,0.171,4.026,0.512,0.311,7,0,7,7,73.2,2.49,9,3,3,0,0,0,0,0,0.12,0,2,2.9,6.073,7.322,0.408,88,1
553,"BEEF,GROUND,70% LN MEAT / 30% FAT,PATTY CKD,PAN-BROILED",59.36,238,22.86,15.54,1.04,0,0,0,37,2.41,20,194,308,92,5.82,0.066,0.012,19.2,0,0.043,0.177,5.034,0.593,0.332,10,0,10,10,70.1,2.79,10,3,3,0,0,0,0,0,0.13,0,2,2.8,6.075,7.325,0.408,84,1
554,"BEEF,BRISKET,FLAT HALF,BNLESS LN,0"" FAT,ALL GRDS,RAW",72.7,132,21.47,5.11,1.03,0,0,0,13,2.06,24,222,362,83,5.21,0.07,0.002,24.6,0,0.075,0.165,6.353,0.725,0.622,3,0,3,3,63.7,1.81,6,2,2,0,0,0,0,0,0.14,0.1,4,1.5,1.844,2.728,0.253,67,1
555,"BEEF,BRISKET,FLAT HALF,BNLESS LN,0"" FAT,ALL CHOICE,RAW",72.21,137,21.28,5.75,1,0,0,0,13,2.04,24,224,367,82,5.15,0.073,0.002,22.9,0,0.07,0.165,6.452,0.68,0.617,3,0,3,3,65.1,1.73,6,2,2,0,0,0,0,0,0.17,0.1,4,1.5,1.993,2.96,0.262,67,1
556,"BEEF,BRISKET,FLAT HALF,BNLESS,LN,0"" FAT,SEL,RAW",73.43,124,21.74,4.14,1.07,0,0,0,13,2.08,24,218,353,85,5.3,0.066,0.002,27.1,0,0.08,0.165,6.205,0.77,0.63,3,0,3,3,62.2,1.95,7,2,2,0,0,0,0,0,0.11,0.1,3,1.5,1.58,2.3,0.23,69,1
557,"BEEF,COMP OF RTL CUTS,LN&FAT,1/8""FAT,ALL GRDS,RAW",64.81,214,20.01,14.42,0.96,0,0,0,17,1.69,19,174,283,52,3.99,0.073,0.025,23,0,0.076,0.164,5.449,0.463,0.529,8,0,8,8,68.3,1.5,7,2,2,0,0,0,0,0,0.28,0.1,2,1.5,6.036,6.497,0.617,72,1
558,"BEEF,COMP OF RTL CUTS,LN&FAT,1/8""FAT,ALL GRDS,CKD",56.97,259,26.11,16.59,1.01,0,0,0,13,2.2,20,180,271,50,5.1,0.075,0.028,28.3,0,0.068,0.189,5.458,0.463,0.478,7,0,7,7,83.3,1.81,11,3,3,0,0,0,0,0,0.31,0.2,6,1.4,6.782,7.407,0.733,87,1
559,"BEEF,COMP OF RTL CUTS,LN&FAT,1/8""FAT,CHOIC,RAW",63.98,222,19.79,15.42,0.94,0,0,0,17,1.73,19,171,276,50,3.97,0.071,0.025,22.8,0,0.075,0.169,5.572,0.484,0.523,8,0,8,8,67.4,1.61,6,2,2,0,0,0,0,0,0.29,0.1,2,1.5,6.43,6.92,0.655,72,1
560,"BEEF,COMP OF RTL CUTS,LN&FAT,1/8""FAT,CHOIC,CKD",55.96,268,25.85,17.68,0.99,0,0,0,13,2.24,20,175,265,49,5.06,0.077,0.028,28.4,0,0.067,0.187,5.486,0.463,0.47,7,0,7,7,81.3,1.9,11,3,3,0,0,0,0,0,0.33,0.1,4,1.6,7.243,7.944,0.775,89,1
561,"BEEF,COMP OF RTL CUTS,LN&FAT,1/8""FAT,SEL,RAW",61.88,192,19.06,12.4,0.92,0,0,0,17,1.52,19,168,279,51,3.84,0.071,0.026,21.9,0,0.074,0.146,5.036,0.46,0.496,7,0,7,7,68.9,1.27,6,2,2,0,0,0,0,0,0.25,0,2,1.3,5.219,5.621,0.535,68,1
562,"BEEF,COMP OF RTL CUTS,LN&FAT,1/8""FAT,SEL,CKD",58.68,245,26.06,15.09,1.04,0,0,0,13,2.11,20,174,262,51,4.89,0.068,0.026,26.9,0,0.066,0.179,5.124,0.461,0.451,7,0,7,7,78.1,1.58,10,3,3,0,0,0,0,0,0.28,0.1,3,1.4,6.163,6.648,0.652,85,1
563,"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,ALL GRDS,CKD,BR",53.65,291,25.85,20.04,1.05,0,0,0,19,1.66,22,201,323,53,4.67,0.078,0.009,28,0,0.07,0.125,6.881,0.51,0.541,8,0,8,8,98.5,1.52,0,0,0,0,0,0,0,0,0.49,0.3,13,1.8,7.894,8.355,0.762,97,1
564,"BEEF,RND,FULL CUT,LN&FAT,1/8""FAT,CHOIC,RAW",65.44,195,20.56,11.92,0.98,0,0,0,4,1.99,22,199,342,54,3.24,0.075,0.013,19.6,0,0.1,0.17,3.74,0.36,0.47,8,0,8,8,85.9,2.82,0,0,0,0,0,0,0,0,0.18,0.2,6,1.5,4.63,5.14,0.46,62,1
565,"BEEF,RND,EYE OF RND,RST,LN & FAT,1/8"" FAT,ALL GRDS,CKD,RSTD",61.97,208,28.31,9.65,1.1,0,0,0,7,2.29,18,174,227,37,4.7,0.067,0.01,28.7,0,0.065,0.151,4.947,0.558,0.372,9,0,9,9,107.8,1.57,0,0,0,0,0,0,0,0,0.41,0.2,6,1.4,3.664,4.117,0.392,84,1
566,"BEEF,RND,TOP RND STEAK,LN & FAT,1/8"" FAT,ALL GRDS,CKD,BRLD",59.59,204,30.67,9,1.16,0,0,0,7,2.53,20,193,252,41,5.2,0.074,0.011,31.7,0,0.07,0.163,5.36,0.605,0.403,10,0,10,10,116.8,1.71,0,0,0,0,0,0,0,0,0.43,0.1,6,1.5,3.415,3.837,0.367,90,1
567,"BEEF,BRISKET,FLAT HALF,BNLESS,LN & FAT,0"" FAT,ALL GRDS,RAW",69.89,165,20.32,9.29,0.98,0,0,0,13,2,22,210,344,80,4.98,0.067,0.002,23.1,0,0.075,0.154,6.019,0.689,0.59,3,0,3,3,59.9,1.76,12,4,4,0,0,0,0,0,0.14,0.1,4,1.5,3.592,4.586,0.393,67,1
568,"BEEF,SHRT LOIN,PRTRHS STEAK,LN&FAT,1/8""FAT,CHOIC,RAW",64.12,218,20.36,14.58,0.93,0,0,0,19,1.91,10,188,246,52,3.19,0.052,0.003,20.7,0,0.048,0.241,4.961,0.331,0.59,3,0,3,3,51.4,1.8,14,4,4,0,0,0,0,0,0.23,0.1,5,1.5,6.171,6.836,0.689,61,1
569,"BEEF,LOIN,TOP LOIN,LN & FAT,1/8"" FAT,ALL GRDS,CKD,GRILLED",56.48,264,26.44,16.78,1.03,0,0,0,19,1.69,22,204,328,54,4.75,0.079,0.009,28.5,0,0.071,0.127,7.037,0.521,0.553,8,0,8,8,100.7,1.56,0,0,0,0,0,0,0,0,0.46,0.3,11,1.6,6.608,6.993,0.621,88,1
570,"BEEF,SHRT LOIN,TOP LN,STK,LN & FAT,1/8"" FAT,CHOIC,CKD,GRLLD",54.99,278,26.16,18.45,1.02,0,0,0,17,1.75,21,195,316,52,4.65,0.085,0.009,28.1,0,0.065,0.115,7.095,0.515,0.521,8,0,8,8,99.6,1.73,0,0,0,0,0,0,0,0,0.48,0.3,12,1.6,7.264,7.688,0.683,97,1
571,"BEEF,TENDERLOIN,STEAK,LN & FAT,1/8"" FAT,ALL GRDS,CKD,BRLD",56.04,267,26.46,17.12,1.06,0,0,0,19,1.69,22,205,329,54,4.76,0.079,0.009,28.6,0,0.072,0.128,7.041,0.522,0.554,8,0,8,8,100.8,1.56,0,0,0,0,0,0,0,0,0.47,0.3,11,1.7,6.743,7.136,0.654,97,1
572,"BEEF,TOP SIRLOIN,STEAK,LN & FAT,1/8"" FAT,ALL GRDS,CKD,BRLD",58.36,243,26.96,14.23,1.11,0,0,0,20,1.73,22,209,336,56,4.87,0.081,0.009,29.2,0,0.073,0.13,7.176,0.531,0.564,8,0,8,8,102.7,1.59,0,0,0,0,0,0,0,0,0.44,0.2,9,1.6,5.603,5.93,0.547,92,1
573,"BEEF,BRISKET,FLAT HALF,BNLESS,LN & FAT,0"" FAT,CHOIC,RAW",69.47,169,20.15,9.86,0.96,0,0,0,13,1.98,22,212,349,79,4.93,0.069,0.002,21.6,0,0.07,0.154,6.115,0.647,0.586,3,0,3,3,61.3,1.68,12,4,4,0,0,0,0,0,0.16,0.1,4,1.5,3.704,4.772,0.398,67,1
574,"BEEF,BRISKET,FLAT HALF,BNLESS,LN & FAT,0"" FAT,SEL,RAW",70.52,158,20.57,8.45,1.01,0,0,0,12,2.02,22,206,336,82,5.05,0.063,0.002,25.4,0,0.079,0.154,5.875,0.73,0.597,3,0,3,3,58.6,1.88,13,4,4,0,0,0,0,0,0.11,0.1,4,1.5,3.424,4.307,0.384,69,1
575,"ALCOHOLIC BEV,BEER,REG,ALL",91.96,43,0.46,0,0.16,3.55,0,0,4,0.02,6,14,27,4,0.01,0.005,0.008,0.6,0,0.005,0.025,0.513,0.041,0.046,6,0,6,6,10.1,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,"ALCOHOLIC BEV,BEER,LT",94.88,29,0.24,0,0.09,1.64,0,0.09,4,0.03,5,12,21,4,0.01,0.006,0.006,0.4,0,0.005,0.015,0.391,0.03,0.034,6,0,6,6,8.8,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,"BEVERAGES,ALMOND MILK,SWTND,VANILLA FLAVOR,RTD",91.8,38,0.42,1.04,0.32,6.59,0.4,6.25,188,0.3,7,8,50,63,0.63,0.017,0.033,0.1,0,0.015,0.177,0.075,0.009,0.003,1,0,1,1,1,1.25,208,63,63,0,0,0,0,0,2.81,1,42,0,0,0.625,0.208,0,2
578,"BEVERAGES,WHISKEY SOUR MIX,BTLD",78.2,87,0.1,0.1,0.2,21.4,0,21.4,2,0.11,1,6,28,102,0.07,0,0,0.4,2.7,0.013,0.01,0,0.013,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0.002,0.02,0,0
579,"ALCOHOLIC BEV,DISTILLED,ALL (GIN,RUM,VODKA,WHISKEY) 80 PROOF",66.6,231,0,0,0.01,0,0,0,0,0.04,0,4,2,1,0.04,0.021,0.018,0,0,0.006,0.004,0.013,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,"ALCOHOLIC BEV,DISTILLED,GIN,90 PROOF",62.1,263,0,0,0,0,0,0,0,0,0,0,0,2,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581,"ALCOHOLIC BEV,DISTILLED,RUM,80 PROOF",66.6,231,0,0,0.01,0,0,0,0,0.12,0,5,2,1,0.07,0.05,0.018,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,"BEVERAGES,ALMOND MILK,CHOC,RTD",88.43,50,0.63,1.25,0.37,9.38,0.4,8.75,188,0.53,12,19,75,71,0.63,0.067,0.083,0.2,4.4,0.022,0.177,0.103,0.035,0.006,1,0,1,1,2,1.25,208,63,62,0,0,0,0,0,2.81,1,42,0,0,0.625,0.208,0,2
583,"ALCOHOLIC BEV,WINE,DSSRT,SWT",70.51,160,0.2,0,0.3,13.69,0,7.78,8,0.24,9,9,92,9,0.07,0.045,0.119,0.5,0,0.018,0.018,0.213,0.032,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584,"ALCOHOLIC BEV,WINE,TABLE,ALL",86.58,83,0.07,0,0.24,2.72,0,0.79,8,0.37,11,20,99,5,0.13,0.007,0.124,0.2,0,0.005,0.023,0.166,0.037,0.054,1,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,"BEVERAGES,ALMOND MILK,UNSWTND,SHELF STABLE",97.05,15,0.59,1.1,0.68,0.58,0,0,197,0.35,7,10,67,71,0.07,0.029,0.042,0.2,0,0.06,0.047,0.075,0.03,0.015,1,0,1,1,0,0,142,43,43,0,0,0,0,0,2.81,1,42,0,0,0.708,0.236,0,0
586,"ALCOHOLIC BEV,WINE,TABLE,RED",86.49,85,0.07,0,0.28,2.61,0,0.62,8,0.46,12,23,127,4,0.14,0.011,0.132,0.2,0,0.005,0.031,0.224,0.03,0.057,1,0,1,1,5.7,0,2,0,0,0,1,0,0,6,0,0,0,0.4,0,0,0,0,0
587,"ALCOHOLIC BEV,WINE,TABLE,WHITE",86.86,82,0.07,0,0.2,2.6,0,0.96,9,0.27,10,18,71,5,0.12,0.004,0.117,0.1,0,0.005,0.015,0.108,0.045,0.05,1,0,1,1,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0
588,"BEVERAGES,CARB,CLUB SODA",99.9,0,0,0,0.1,0,0,0,5,0.01,1,0,2,21,0.1,0.006,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,"CARBONATED BEV,CRM SODA",86.7,51,0,0,0.1,13.3,0,13.3,5,0.05,1,0,1,12,0.07,0.008,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,"BEVERAGES,CARB,GINGER ALE",91.23,34,0,0,0.01,8.76,0,8.9,3,0.18,1,0,1,7,0.05,0.018,0.013,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,"BEVERAGES,CARB,LO CAL,OTHER THAN COLA OR PEPPER,WO/ CAFFEINE",99.8,0,0.1,0,0.1,0,0,0,4,0.04,1,0,2,6,0,0.025,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592,"BEVERAGES,CARB,LEMON-LIME SODA,NO CAFFEINE",89.49,41,0.09,0,0,10.42,0,10.38,2,0.02,1,0,1,10,0.01,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,"BEVERAGES,CARB,SPRITE,LEMON-LIME,WO/ CAFFEINE",89.78,40,0.05,0.02,0.01,10.14,0,8.98,2,0.11,1,0,1,9,0.04,0.001,0.002,0,0,0,0,0.015,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
594,"BEVERAGES,CARB,LO CAL,COLA OR PEPPER-TYPE,W/ ASPRT,WO/ CAF",99.74,1,0.12,0,0.03,0.12,0,0,3,0.02,0,10,7,4,0.01,0.002,0,0.1,0,0.005,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,"BEVERAGES,CARB,COLA,WO/ CAFFEINE",89.62,41,0,0,0.06,10.58,0,10.58,2,0.02,0,11,3,4,0.01,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596,"BEVERAGES,CARB,COLA,REG",89.36,42,0,0.25,0.04,10.36,0,9.94,1,0.02,0,9,5,3,0.09,0.007,0.003,0.1,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597,"BEVERAGES,CARB,RED SUGAR,COLA,CONTAINS CAFFEINE & SWEETENERS",94.78,20,0,0,0.06,5.16,0,5.16,2,0.02,0,11,3,4,0.01,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,"BEV,CARB,LO CAL,OTHER THAN COLA OR PEPPER,W/ ASPRT, CAFFEINE",99.8,0,0.1,0,0.1,0,0,0,4,0.04,1,0,2,6,0,0.025,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,"BEVERAGES,CARB,TONIC H2O",91.1,34,0,0,0.1,8.8,0,8.8,1,0.01,0,0,0,12,0.1,0.006,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,"BEVERAGES,CARB,ROOT BEER",89.3,41,0,0,0.1,10.6,0,10.6,5,0.05,1,0,1,13,0.07,0.007,0.013,0.1,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,"BEVERAGES,COFFEE,READY TO DRK,MILK BSD,SWTND",83.56,71,1.98,1.38,0.47,12.6,0,10.67,74,0.04,9,59,175,26,0.26,0.002,0.012,0,0,0.043,0.193,1.32,0.33,0,0,0,0,0,0,0.51,0,0,0,0,0,0,0,0,0.01,0,1,0.1,0,0.293,0.038,5,0
602,"BEVERAGES,COFFEE,BREWED,BRKFST BLEND",99.47,2,0.3,0,0,0.23,0,0,2,0.02,4,3,50,1,0.02,0.005,0.032,0,0,0.02,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603,"BEVERAGES,COFFEE,READY TO DRK,ICED,MOCHA,MILK BSD",85.68,60,1.48,0.98,0.44,11.42,0,9.23,52,0.09,9,59,136,31,0.15,0.002,0.029,0,0,0.053,0.16,0.513,0.285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0
604,"BEVERAGES,TEA,OOLONG,BREWED",99.84,1,0,0,0.02,0.15,0,0,1,0,1,1,12,3,0.01,0,0.21,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,"BEVERAGES,TEA,GRN,READY TO DRK,GINSENG & HONEY,SWTND",92.65,30,0,0.18,0,7.16,0,6.87,3,0.02,1,0,5,2,0.01,0.005,0.12,0,7.7,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606,"BEVERAGES,COFFEE,BREWED,PREP W/ TAP H2O,DECAFFEINATED",99.3,0,0.1,0,0.1,0,0,0,2,0.05,5,1,54,2,0.02,0.007,0.027,0.1,0,0,0,0.222,0.001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.002,0,0.002,0,0
607,"BEVERAGES,COFFEE,BREWED,ESPRESSO,REST-PREP,DECAFFEINATED",97.8,9,0.1,0.18,0.23,1.69,0,0,2,0.13,80,7,115,14,0.05,0.05,0.05,0,0.2,0.001,0.177,5.207,0.028,0.002,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.092,0,0.092,0,0
608,"BEVERAGES,COFFEE,BREWED,PREP W/ TAP H2O",99.39,1,0.12,0.02,0.35,0,0,0,2,0.01,3,3,49,2,0.02,0.002,0.023,0,0,0.014,0.076,0.191,0.254,0.001,2,0,2,2,2.6,0,0,0,0,0,0,0,0,0,0.01,0,0,0.1,0.002,0.015,0.001,0,0
609,"BEVERAGES,COFFEE,BREWED,ESPRESSO,REST-PREP",97.8,9,0.12,0.18,0.23,1.67,0,0,2,0.13,80,7,115,14,0.05,0.05,0.05,0,0.2,0.001,0.177,5.207,0.028,0.002,1,0,1,1,2.6,0,0,0,0,0,0,0,0,0,0.01,0,0,0.1,0.092,0,0.092,0,0
610,"BEVERAGES,COFFEE SUB,CRL GRAIN BEV,PREP W/ H2O",98.37,6,0.1,0.04,0.18,1.3,0.4,0.08,4,0.08,5,10,41,5,0.01,0.013,0.019,1.1,0,0.007,0.002,0.294,0.023,0.012,1,0,1,1,0.2,0,0,0,0,0,0,0,0,3,0.02,0,0,0,0.01,0.006,0.02,0,0
611,"ALCOHOLIC BEV,MALT BEER,HARD LEMONADE",85.74,68,0,0,0.13,10.07,0,9.77,4,0.03,4,7,27,5,0.01,0.008,0.006,0.3,2.8,0.006,0.01,0.225,0.041,0.022,4,0,4,4,4.4,0.01,0,0,0,0,0,0,0,1,0.02,0,0,0,0,0,0,0,0
612,"BEVERAGES,AMBER,HARD CIDER",89,56,0,0,1.35,5.92,0,5.92,4,0.06,3,6,54,4,0.02,0.018,0.018,0,2.3,0.009,0.013,0.045,0.03,0.021,1,0,1,1,1.7,0,27,1,0,0,14,5,0,15,0.09,0,0,1.1,0,0,0,0,0
613,"ALCOHOLIC BEVERAGES,BEER,HIGHER ALCOHOL",91,58,0.9,0,0.12,0.27,0,0,8,0.03,12,32,62,4,0.01,0.008,0.022,0.6,0,0.03,0.09,1.1,0.21,0.09,18,0,18,18,10.1,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,"BEVERAGES,MALT LIQUOR BEV",94.5,40,0.35,0,0.07,0,0,0,3,0.03,5,13,33,3,0.08,0.005,0.005,0,0,0.03,0.04,0.4,0.148,0.037,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,"ALCOHOLIC BEVERAGES,WINE,ROSE",86.4,83,0.36,0,0.16,3.8,0,3.8,10,0.2,10,18,59,5,0.11,0.005,0.131,0.2,0,0.02,0.015,0.09,0.148,0.037,1,0,1,1,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616,"BEVERAGES,FRUIT PUNCH DRK,WO/ ADDED NUTR,CND",87.97,48,0,0,0.05,11.97,0,11.29,8,0.09,3,3,25,10,0.01,0.01,0.084,0.2,0.4,0.022,0.023,0.021,0.014,0.011,4,0,4,4,0.5,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0
617,"LEMONADE,PDR,PREP W/H2O",96.26,14,0,0.04,0.11,3.59,0,3.5,4,0.01,10,0,6,6,0.01,0.011,0.001,0,1.5,0.001,0,0.005,0.002,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0
618,"BEVERAGES,LEMONADE-FLAVOR DRK,PDR,PREP W/ H2O",92.87,27,0,0.07,0.13,6.9,0,6.87,4,0.01,13,7,3,13,0.01,0.011,0.001,0,2.9,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
619,"MALT BEV,INCL NON-ALCOHOLIC BEER",91.15,37,0.21,0.12,0.12,8.05,0,8.05,7,0.06,7,16,8,13,0.02,0.008,0.013,1.2,0.5,0.016,0.048,1.113,0.037,0.027,14,0,14,14,10.1,0.02,2,0,0,0,0,0,0,0,0,0,0,0,0.024,0.015,0.056,0,0
620,"BEVERAGES,PNAPPL & ORANGE JUC DRK,CND",86.9,50,1.3,0,0.1,11.8,0.1,11.59,5,0.27,6,4,46,3,0.06,0.041,0.361,0.1,22.5,0.03,0.019,0.207,0.057,0.047,9,0,9,9,0.5,0,19,1,0,0,4,15,0,12,0.03,0,0,0.1,0,0,0,0,0
621,"SHAKE,FAST FOOD,VANILLA",69.65,148,3.37,6.52,0.86,19.59,0.9,13.63,115,0.46,13,98,166,81,0.57,0.103,0.035,3.2,0,0.026,0.66,0.213,0.562,0.06,0,0,0,0,27.3,0.22,304,91,91,0,0,0,0,0,0.25,0,0,0.4,3.962,1.785,0.316,23,2
622,"BEVERAGES,TEA,BLACK,BREWED,PREP W/ TAP H2O,DECAFFEINATED",99.7,1,0,0,0.04,0.3,0,0,0,0.02,3,1,37,3,0.02,0.01,0.219,0,0,0,0.014,0,0.011,0,5,0,5,5,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.001,0.004,0,0
623,"BEVERAGES,TEA,BLACK,BREWED,PREP W/ TAP H2O",99.7,1,0,0,0.04,0.3,0,0,0,0.02,3,1,37,3,0.02,0.01,0.219,0,0,0,0.014,0,0.011,0,5,0,5,5,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.001,0.004,0,0
624,"BEVERAGES,TEA,INST,UNSWTND,PREP W/ H2O",99.62,1,0.06,0,0.15,0.17,0,0.02,3,0.01,2,1,18,4,0.01,0.011,0.392,0,0,0,0.003,0.032,0.013,0.001,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,"BEVERAGES,TEA,INST,LEMON,DIET",99.41,2,0.02,0,0.14,0.44,0,0.01,3,0.05,2,1,14,6,0.01,0.01,0.155,0,0,0,0.002,0.02,0.008,0.001,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626,"BEVERAGES,TEA,HERB,OTHER THAN CHAMOMILE,BREWED",99.7,1,0,0,0,0.2,0,0,2,0.08,1,0,9,1,0.04,0.015,0.044,0,0,0.01,0.004,0,0.011,0,1,0,1,1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.001,0.005,0,0
627,"BEVERAGES,CARB,COLA,FAST-FOOD COLA",90.31,37,0.07,0.02,0.04,9.56,0,8.97,2,0.11,0,10,2,4,0.02,0.001,0.002,0.1,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
